rank,freq,Infinitiv,Unreg,Trans,"Präsens_ich","Präsens_du","Präsens_er, sie, es","Präteritum_ich","Partizip II","Konjunktiv II_ich","Imperativ Singular","Imperativ Plural",Hilfsverb
876,7840,bekennen,"","",bekenne,bekennst,bekennt,bekannte,bekannt,bekennte,bekenne,bekennt,haben
877,7838,annehmen,"","","nehme an","nimmst an","nimmt an","nahm an",angenommen,"nähme an","nimm an","nehmt an",haben
880,7798,herkommen,"","","komme her","kommst her","kommt her","kam her",hergekommen,"käme her","komm her","kommt her",sein
883,7761,schnappen,"","",schnappe,schnappst,schnappt,schnappte,geschnappt,schnappte,schnapp,schnappt,sein
884,7755,verzeihen,"","",verzeihe,verzeihst,verzeiht,verzieh,verziehen,verziehe,verzeihe,verzeiht,haben
887,7725,ermorden,"","",ermorde,ermordest,ermordet,ermordete,ermordet,ermordete,ermorde,ermordet,haben
892,7685,"beschäftigen","","","beschäftige","beschäftigst","beschäftigt","beschäftigte","beschäftigt","beschäftigte","beschäftige","beschäftigt",haben
893,7682,"überzeugen","","","überzeuge","überzeugst","überzeugt","überzeugte","überzeugt","überzeugte","überzeuge","überzeugt",haben
902,7589,"lösen","","","löse","löst","löst","löste","gelöst","löste","löse","löst",haben
904,7582,schneiden,"","",schneide,schneidest,schneidet,schnitt,geschnitten,schnitte,schneide,schneidet,haben
905,7571,enden,"","",ende,endest,endet,endete,geendet,endete,ende,endet,haben
906,7564,nutzen,"","",nutze,nutzt,nutzt,nutzte,genutzt,nutzte,nutze,nutzt,haben
907,7555,wirken,"","",wirke,wirkst,wirkt,wirkte,gewirkt,wirkte,wirk,wirkt,haben
909,7553,"süßen","","","süße","süßt","süßt","süßte","gesüßt","süßte","süß","süßt",haben
911,7547,beobachten,"","",beobachte,beobachtest,beobachtet,beobachtete,beobachtet,beobachtete,beobachte,beobachtet,haben
918,7454,feiern,"","",feiere,feierst,feiert,feierte,gefeiert,feierte,feier,feiert,haben
922,7420,"schützen","","","schütze","schützt","schützt","schützte","geschützt","schützte","schütze","schützt",haben
927,7391,aufgeben,"","","gebe auf","gibst auf","gibt auf","gab auf",aufgegeben,"gäbe auf","gib auf","gebt auf",haben
928,7385,"gebären","","","gebäre",gebierst,gebiert,gebar,geboren,"gebäre",gebier,"gebärt",haben
930,7380,schreiten,"","",schreite,schreitest,schreitet,schritt,geschritten,schritte,schreite,schreitet,sein
931,7376,leisten,"","",leiste,leistest,leistet,leistete,geleistet,leistete,leiste,leistet,haben
935,7323,einladen,"","","lade ein","lädst ein","lädt ein","lud ein",eingeladen,"lüde ein","lade ein","ladet ein",haben
936,7317,herzen,"","",herze,herzt,herzt,herzte,geherzt,herzte,herz,herzt,haben
937,7310,springen,"","",springe,springst,springt,sprang,gesprungen,"spränge",springe,springt,sein
939,7303,landen,"","",lande,landest,landet,landete,gelandet,landete,lande,landet,sein
943,7247,"träumen","","","träume","träumst","träumt","träumte","geträumt","träumte","träume","träumt",haben
961,7068,gebrauchen,"","",gebrauche,gebrauchst,gebraucht,gebrauchte,gebraucht,gebrauchte,gebrauche,gebraucht,haben
965,7044,feuern,"","",feuere,feuerst,feuert,feuerte,gefeuert,feuerte,feuer,feuert,haben
969,7026,schenken,"","",schenke,schenkst,schenkt,schenkte,geschenkt,schenkte,schenk,schenkt,haben
979,6907,trennen,"","",trenne,trennst,trennt,trennte,getrennt,trennte,trenne,trennt,haben
988,6848,warnen,"","",warne,warnst,warnt,warnte,gewarnt,warnte,warne,warnt,haben
989,6842,treiben,"",X,treibe,treibst,treibt,trieb,getrieben,triebe,treib,treibt,haben
991,6808,"erwähnen","","","erwähne","erwähnst","erwähnt","erwähnte","erwähnt","erwähnte","erwähne","erwähnt",haben
993,6762,aufnehmen,"","","nehme auf","nimmst auf","nimmt auf","nahm auf",aufgenommen,"nähme auf","nimm auf","nehmt auf",haben
995,6747,entdecken,"","",entdecke,entdeckst,entdeckt,entdeckte,entdeckt,entdeckte,entdecke,entdeckt,haben
996,6746,"wüten","","","wüte","wütest","wütet","wütete","gewütet","wütete","wüte","wütet",haben
999,6721,ergeben,"","",ergebe,ergibst,ergibt,ergab,ergeben,"ergäbe",ergib,ergebt,haben
1001,6699,wachsen,"","",wachse,"wächst","wächst",wuchs,gewachsen,"wüchse",wachse,wachst,sein
1001,6699,wachsen,"","",wachse,wachst,wachst,wachste,gewachst,wachste,wachse,wachst,haben
1002,6677,mitbringen,"","","bringe mit","bringst mit","bringt mit","brachte mit",mitgebracht,"brächte mit","bringe mit","bringt mit",haben
1003,6666,ankommen,"","","komme an","kommst an","kommt an","kam an",angekommen,"käme an","komm an","kommt an",sein
1008,6644,schlampen,"","",schlampe,schlampst,schlampt,schlampte,geschlampt,schlampte,schlampe,schlampt,haben
1010,6631,"genießen","","","genieße","genießt","genießt",genoss,genossen,"genösse","genieß","genießt",haben
1012,6607,passen,"","",passe,passt,passt,passte,gepasst,passte,pass,passt,haben
1015,6582,rauchen,"","",rauche,rauchst,raucht,rauchte,geraucht,rauchte,rauche,raucht,haben
1027,6513,packen,"","",packe,packst,packt,packte,gepackt,packte,pack,packt,haben
1031,6502,verbinden,"","",verbinde,verbindest,verbindet,verband,verbunden,"verbände",verbinde,verbindet,haben
1036,6453,erleben,"","",erlebe,erlebst,erlebt,erlebte,erlebt,erlebte,erlebe,erlebt,haben
1038,6445,"lächeln","","","lächle","lächelst","lächelt","lächelte","gelächelt","lächelte","lächle","lächelt",haben
1040,6433,vergeben,"",X,vergebe,vergibst,vergibt,vergab,vergeben,"vergäbe",vergib,vergebt,haben
1043,6421,vorbereiten,"","","bereite vor","bereitest vor","bereitet vor","bereitete vor",vorbereitet,"bereitete vor","bereite vor","bereitet vor",haben
1048,6385,beeilen,"","",beeile,beeilst,beeilt,beeilte,beeilt,beeilte,beeile,beeilt,haben
1049,6381,ausgehen,"","","gehe aus","gehst aus","geht aus","ging aus",ausgegangen,"ginge aus","geh aus","geht aus",sein
1058,6337,verfluchen,"","",verfluche,verfluchst,verflucht,verfluchte,verflucht,verfluchte,verfluch,verflucht,haben
1064,6308,aufregen,"","","rege auf","regst auf","regt auf","regte auf",aufgeregt,"regte auf","reg auf","regt auf",haben
1065,6306,trauen,"","",traue,traust,traut,traute,getraut,traute,trau,traut,haben
1070,6262,geraten,"","",gerate,"gerätst","gerät",geriet,geraten,geriete,gerate,geratet,sein
1072,6243,befinden,"","",befinde,befindest,befindet,befand,befunden,"befände",befinde,befindet,haben
1074,6243,unterscheiden,"",X,unterscheide,unterscheidest,unterscheidet,unterschied,unterschieden,unterschiede,unterscheide,unterscheidet,haben
1075,6224,unternehmen,"","",unternehme,unternimmst,unternimmt,unternahm,unternommen,"unternähme",unternimm,unternehmt,haben
1075,6224,unternehmen,"","","nehme unter","nimmst unter","nimmt unter","nahm unter",untergenommen,"nähme unter","nimm unter","nehmt unter",haben
1082,6164,"stöhnen","","","stöhne","stöhnst","stöhnt","stöhnte","gestöhnt","stöhnte","stöhne","stöhnt",haben
1085,6143,schmecken,"","",schmecke,schmeckst,schmeckt,schmeckte,geschmeckt,schmeckte,schmecke,schmeckt,haben
1089,6128,abholen,"","","hole ab","holst ab","holt ab","holte ab",abgeholt,"holte ab","hole ab","holt ab",haben
1093,6077,abhauen,"","","haue ab","haust ab","haut ab","hieb ab",abgehauen,"hiebe ab","hau ab","haut ab",haben
1096,6070,"vergnügen","","","vergnüge","vergnügst","vergnügt","vergnügte","vergnügt","vergnügte","vergnüg","vergnügt",haben
1097,6045,auftauchen,"","","tauche auf","tauchst auf","taucht auf","tauchte auf",aufgetaucht,"tauchte auf","tauche auf","taucht auf",sein
1099,6031,beten,"","",bete,betest,betet,betete,gebetet,betete,bete,betet,haben
1100,6027,dringen,"","",dringe,dringst,dringt,drang,gedrungen,"dränge",dring,dringt,sein
1101,6027,erwachsen,"","",erwachse,"erwächst","erwächst",erwuchs,erwachsen,"erwüchse",erwachse,erwachst,sein
1102,6026,nerven,"","",nerve,nervst,nervt,nervte,genervt,nervte,nerve,nervt,haben
1103,6019,klingeln,"","",klingele,klingelst,klingelt,klingelte,geklingelt,klingelte,klingle,klingelt,haben
1107,5998,"drücken","","","drücke","drückst","drückt","drückte","gedrückt","drückte","drück","drückt",haben
1115,5959,verhalten,"","",verhalte,"verhältst","verhält",verhielt,verhalten,verhielte,verhalte,verhaltet,haben
1117,5955,bomben,"","",bombe,bombst,bombt,bombte,gebombt,bombte,bomb,bombt,haben
1118,5954,brennen,"","",brenne,brennst,brennt,brannte,gebrannt,brennte,brenne,brennt,haben
1119,5940,aufstehen,X,"","stehe auf","stehst auf","steht auf","stand auf",aufgestanden,"stände auf","steh auf","steht auf",sein
1121,5928,bemerken,"","",bemerke,bemerkst,bemerkt,bemerkte,bemerkt,bemerkte,bemerke,bemerkt,haben
1124,5922,klauen,"","",klaue,klaust,klaut,klaute,geklaut,klaute,klaue,klaut,haben
1125,5918,gucken,"","",gucke,guckst,guckt,guckte,geguckt,guckte,guck,guckt,haben
1127,5916,herausfinden,"","","finde heraus","findest heraus","findet heraus","fand heraus",herausgefunden,"fände heraus","finde heraus","findet heraus",haben
1128,5913,weihnachten,"","","","",weihnachtet,weihnachtete,geweihnachtet,weihnachtete,"","",haben
1135,5895,erscheinen,"","",erscheine,erscheinst,erscheint,erschien,erschienen,erschiene,erscheine,erscheint,sein
1136,5893,reisen,"","",reise,reist,reist,reiste,gereist,reiste,reise,reist,sein
1142,5861,kochen,"","",koche,kochst,kocht,kochte,gekocht,kochte,koch,kocht,haben
1149,5838,"schätzen","","","schätze","schätzt","schätzt","schätzte","geschätzt","schätzte","schätze","schätzt",haben
1161,5755,anziehen,"",X,"ziehe an","ziehst an","zieht an","zog an",angezogen,"zöge an","zieh an","zieht an",haben
1162,5754,entkommen,"","",entkomme,entkommst,entkommt,entkam,entkommen,"entkäme",entkomme,entkommt,sein
1163,5744,vermissen,"","",vermisse,vermisst,vermisst,vermisste,vermisst,vermisste,vermisse,vermisst,haben
1167,5722,behaupten,"","",behaupte,behauptest,behauptet,behauptete,behauptet,behauptete,behaupte,behauptet,haben
1176,5664,verwenden,"","",verwende,verwendest,verwendet,verwendete,verwendet,verwendete,verwende,verwendet,haben
1184,5591,aussagen,"","","sage aus","sagst aus","sagt aus","sagte aus",ausgesagt,"sagte aus","sag aus","sagt aus",haben
1189,5572,fliehen,"","",fliehe,fliehst,flieht,floh,geflohen,"flöhe",fliehe,flieht,sein
1190,5551,betrinken,"","",betrinke,betrinkst,betrinkt,betrank,betrunken,"betränke",betrink,betrinkt,haben
1194,5521,befreien,"","",befreie,befreist,befreit,befreite,befreit,befreite,befreie,befreit,haben
1196,5512,unterschreiben,"","",unterschreibe,unterschreibst,unterschreibt,unterschrieb,unterschrieben,unterschriebe,unterschreibe,unterschreibt,haben
1198,5500,"bestätigen","","","bestätige","bestätigst","bestätigt","bestätigte","bestätigt","bestätigte","bestätige","bestätigt",haben
1199,5485,verbrechen,"","",verbreche,verbrichst,verbricht,verbrach,verbrochen,"verbräche",verbrich,verbrecht,haben
1202,5469,hingehen,"","","gehe hin","gehst hin","geht hin","ging hin",hingegangen,"ginge hin","geh hin","geht hin",sein
1204,5463,benehmen,"","",benehme,benimmst,benimmt,benahm,benommen,"benähme",benimm,benehmt,haben
1208,5451,"zurückkehren","","","kehre zurück","kehrst zurück","kehrt zurück","kehrte zurück","zurückgekehrt","kehrte zurück","kehre zurück","kehrt zurück",sein
1209,5440,akzeptieren,"","",akzeptiere,akzeptierst,akzeptiert,akzeptierte,akzeptiert,akzeptierte,akzeptier,akzeptiert,haben
1210,5439,wiederholen,"","",wiederhole,wiederholst,wiederholt,wiederholte,wiederholt,wiederholte,wiederhol,wiederholt,haben
1210,5439,wiederholen,"","","hole wieder","holst wieder","holt wieder","holte wieder",wiedergeholt,"holte wieder","hol wieder","holt wieder",haben
1211,5433,aufwachen,"","","wache auf","wachst auf","wacht auf","wachte auf",aufgewacht,"wachte auf","wach auf","wacht auf",sein
1213,5432,gelten,"","",gelte,giltst,gilt,galt,gegolten,"gälte",gilt,geltet,haben
1216,5416,kontrollieren,"","",kontrolliere,kontrollierst,kontrolliert,kontrollierte,kontrolliert,kontrollierte,kontrolliere,kontrolliert,haben
1220,5406,klopfen,"","",klopfe,klopfst,klopft,klopfte,geklopft,klopfte,klopf,klopft,haben
1221,5398,bestellen,"","",bestelle,bestellst,bestellt,bestellte,bestellt,bestellte,bestell,bestellt,haben
1224,5379,begleiten,"","",begleite,begleitest,begleitet,begleitete,begleitet,begleitete,begleite,begleitet,haben
1230,5354,untersuchen,"","",untersuche,untersuchst,untersucht,untersuchte,untersucht,untersuchte,untersuche,untersucht,haben
1231,5349,richten,"","",richte,richtest,richtet,richtete,gerichtet,richtete,richte,richtet,haben
1233,5328,aufpassen,"","","passe auf","passt auf","passt auf","passte auf",aufgepasst,"passte auf","pass auf","passt auf",haben
1244,5293,verbrennen,"","",verbrenne,verbrennst,verbrennt,verbrannte,verbrannt,verbrennte,verbrenn,verbrennt,sein
1246,5286,hinterlassen,"","",hinterlasse,"hinterlässt","hinterlässt","hinterließ",hinterlassen,"hinterließe",hinterlass,hinterlasst,haben
1251,5275,kapieren,"","",kapiere,kapierst,kapiert,kapierte,kapiert,kapierte,kapiere,kapiert,haben
1258,5247,existieren,"","",existiere,existierst,existiert,existierte,existiert,existierte,existiere,existiert,haben
1262,5229,schmerzen,"","",schmerze,schmerzt,schmerzt,schmerzte,geschmerzt,schmerzte,schmerz,schmerzt,haben
1263,5227,abendessen,"","","","","","",abendgegessen,"","","",haben
1264,5225,verbieten,"","",verbiete,verbietest,verbietet,verbot,verboten,"verböte",verbiet,verbietet,haben
1271,5188,starten,"",X,starte,startest,startet,startete,gestartet,startete,starte,startet,haben
1271,5188,starten,"","",starte,startest,startet,startete,gestartet,startete,starte,startet,sein
1274,5140,"entführen","","","entführe","entführst","entführt","entführte","entführt","entführte","entführe","entführt",haben
1275,5140,fernsehen,"","","sehe fern","siehst fern","sieht fern","sah fern",ferngesehen,"sähe fern","sieh fern","seht fern",haben
1278,5130,streiten,"","",streite,streitest,streitet,stritt,gestritten,stritte,streite,streitet,haben
1280,5107,"erfüllen","","","erfülle","erfüllst","erfüllt","erfüllte","erfüllt","erfüllte","erfülle","erfüllt",haben
1282,5100,entwickeln,"","",entwickle,entwickelst,entwickelt,entwickelte,entwickelt,entwickelte,entwickle,entwickelt,haben
1283,5098,"zuhören","","","höre zu","hörst zu","hört zu","hörte zu","zugehört","hörte zu","höre zu","hört zu",haben
1290,5075,beeindrucken,"","",beeindrucke,beeindruckst,beeindruckt,beeindruckte,beeindruckt,beeindruckte,beeindrucke,beeindruckt,haben
1291,5070,"enttäuschen","","","enttäusche","enttäuschst","enttäuscht","enttäuschte","enttäuscht","enttäuschte","enttäusche","enttäuscht",haben
1294,5039,erschrecken,"","",erschrecke,erschreckst,erschreckt,erschreckte,erschreckt,erschreckte,erschrecke,erschreckt,haben
1294,5039,erschrecken,"","",erschrecke,erschrickst,erschrickt,erschrak,erschrocken,"erschräke",erschrick,erschreckt,sein
1294,5039,erschrecken,"","",erschrecke,erschrickst,erschrickt,erschrak,erschrocken,"erschräke",erschrick,erschreckt,haben
1296,5035,stechen,"","",steche,stichst,sticht,stach,gestochen,"stäche",stich,stecht,haben
1301,5021,unterhalten,"","",unterhalte,"unterhältst","unterhält",unterhielt,unterhalten,unterhielte,unterhalte,unterhaltet,haben
1301,5021,unterhalten,"","","halte unter","hältst unter","hält unter","hielt unter",untergehalten,"hielte unter","halt unter","haltet unter",haben
1311,4977,leiten,"","",leite,leitest,leitet,leitete,geleitet,leitete,leite,leitet,haben
1312,4976,greifen,"","",greife,greifst,greift,griff,gegriffen,griffe,greife,greift,haben
1317,4943,wachen,"","",wache,wachst,wacht,wachte,gewacht,wachte,wache,wacht,haben
1320,4921,"berühren","","","berühre","berührst","berührt","berührte","berührt","berührte","berühr","berührt",haben
1323,4904,reparieren,"","",repariere,reparierst,repariert,reparierte,repariert,reparierte,repariere,repariert,haben
1329,4867,probieren,"","",probiere,probierst,probiert,probierte,probiert,probierte,probiere,probiert,haben
1343,4800,winden,"","",winde,windest,windet,wand,gewunden,"wände",winde,windet,haben
1343,4800,winden,"","","","",windet,windete,gewindet,windete,"","",haben
1344,4798,ruinieren,"","",ruiniere,ruinierst,ruiniert,ruinierte,ruiniert,ruinierte,ruinier,ruiniert,haben
1346,4785,stoppen,"","",stoppe,stoppst,stoppt,stoppte,gestoppt,stoppte,stopp,stoppt,haben
1349,4774,umgehen,"","",umgehe,umgehest,umgehet,umging,umgangen,umginge,umgehe,umgehet,haben
1349,4774,umgehen,"","","gehe um","gehest um","gehet um","ging um",umgegangen,"ginge um","gehe um","gehet um",sein
1363,4725,vernichten,"","",vernichte,vernichtest,vernichtet,vernichtete,vernichtet,vernichtete,vernichte,vernichtet,haben
1370,4677,beibringen,"","","bringe bei","bringst bei","bringt bei","brachte bei",beigebracht,"brächte bei","bring bei","bringt bei",haben
1372,4672,reiten,"","",reite,reitest,reitet,ritt,geritten,ritte,reit,reitet,sein
1375,4666,riskieren,"","",riskiere,riskierst,riskiert,riskierte,riskiert,riskierte,riskiere,riskiert,haben
1376,4665,"übersetzen","","","übersetze","übersetzt","übersetzt","übersetzte","übersetzt","übersetzte","übersetz","übersetzt",haben
1376,4665,"übersetzen","","","setze über","setzt über","setzt über","setzte über","übergesetzt","setzte über","setz über","setzt über",haben
1378,4658,leeren,"","",leere,leerst,leert,leerte,geleert,leerte,leere,leert,haben
1379,4658,knien,"","",knie,kniest,kniet,kniete,gekniet,kniete,knie,kniet,haben
1384,4631,"verdächtigen","","","verdächtige","verdächtigst","verdächtigt","verdächtigte","verdächtigt","verdächtigte","verdächtige","verdächtigt",haben
1390,4622,liefern,"","",liefere,lieferst,liefert,lieferte,geliefert,lieferte,liefere,liefert,haben
1396,4599,offenbaren,"","",offenbare,offenbarst,offenbart,offenbarte,offenbart,offenbarte,offenbare,offenbart,haben
1398,4595,beantworten,"","",beantworte,beantwortest,beantwortet,beantwortete,beantwortet,beantwortete,beantworte,beantwortet,haben
1400,4591,anstellen,"","","stelle an","stellst an","stellt an","stellte an",angestellt,"stellte an","stell an","stellt an",haben
1403,4583,besprechen,"","",bespreche,besprichst,bespricht,besprach,besprochen,"bespräche",besprich,besprecht,haben
1408,4573,"unterstützen","","","unterstütze","unterstützt","unterstützt","unterstützte","unterstützt","unterstützte","unterstütze","unterstützt",haben
1408,4573,"unterstützen","","","stütze unter","stützt unter","stützt unter","stützte unter","untergestützt","stützte unter","stütz unter","stützt unter",haben
1410,4561,wechseln,"","",wechsle,wechselst,wechselt,wechselte,gewechselt,wechselte,wechsele,wechselt,haben
1416,4533,anhalten,"","","halte an","hältst an","hält an","hielt an",angehalten,"hielte an","halt an","haltet an",haben
1419,4520,studieren,"","",studiere,studierst,studiert,studierte,studiert,studierte,studier,studiert,haben
1420,4509,zeugen,"","",zeuge,zeugst,zeugt,zeugte,gezeugt,zeugte,zeuge,zeugt,haben
1420,4509,zeugen,"","",zeuge,zeugst,zeugt,zeugte,gezeugt,zeugte,zeuge,zeugt,haben
1427,4492,spinnen,"","",spinne,spinnst,spinnt,spann,gesponnen,"spönne",spinn,spinnt,haben
